...1.x,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASON,...1.y,TeamID,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,feet,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,HOW_ACQUIRED,position_group
1,1626157,2016-17,00,1610612750,MIN,21,82,82,3030,802,1480,0.542,101,275,0.367,356,428,0.832,296,711,1007,220,56,103,212,241,2061,2016,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,244,"NOV 15, 1995",21,1,Kentucky,#1 Pick in 2015 Draft,center
2,1626157,2017-18,00,1610612750,MIN,22,82,82,2918,639,1172,0.545,120,285,0.421,345,402,0.858,238,774,1012,199,64,115,159,285,1743,2017,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",22,2,Kentucky,#1 Pick in 2015 Draft,center
3,1626157,2018-19,00,1610612750,MIN,23,77,77,2545,681,1314,0.518,142,355,0.4,376,450,0.836,263,691,954,259,67,125,240,292,1880,2018,12,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",23,3,Kentucky,#1 Pick in 2015 Draft,center
4,1626157,2019-20,00,1610612750,MIN,24,35,35,1187,316,622,0.508,114,277,0.412,180,226,0.796,95,283,378,153,33,42,110,117,926,2019,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",24,4,Kentucky,#1 Pick in 2015 Draft,center
5,1626157,2020-21,00,1610612750,MIN,25,50,50,1689,425,875,0.486,122,315,0.387,267,311,0.859,133,396,529,225,39,57,160,186,1239,2020,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",25,5,Kentucky,#1 Pick in 2015 Draft,center
6,1626157,2021-22,00,1610612750,MIN,26,74,74,2475,642,1214,0.529,150,366,0.41,384,467,0.822,194,533,727,269,72,83,226,267,1818,2021,16,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",26,6,Kentucky,#1 Pick in 2015 Draft,center
7,1626157,2022-23,00,1610612750,MIN,27,29,29,957,212,428,0.495,60,164,0.366,118,135,0.874,48,188,236,140,20,17,86,111,602,2022,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,248,"NOV 15, 1995",27,7,Kentucky,#1 Pick in 2015 Draft,center
8,1626157,2023-24,00,1610612750,MIN,28,11,11,366,87,187,0.465,22,65,0.338,35,38,0.921,11,91,102,25,10,6,28,31,231,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1628966,2018-19,00,1610612750,MIN,23,30,3,503,60,142,0.423,13,52,0.25,18,28,0.643,16,67,83,17,18,14,14,29,151,2018,11,1610612750,00,Keita Bates-Diop,Keita,keita-bates-diop,31,F,81,6,229,"JAN 23, 1996",23,R,Ohio State,NA,forward
1,1628966,2019-20,00,1610612750,MIN,24,37,0,646,87,206,0.422,31,94,0.33,46,65,0.708,21,89,110,30,17,20,14,36,251,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,201565,2017-18,00,1610612750,MIN,29,9,0,112,23,54,0.426,1,6,0.167,5,5,1,3,3,6,11,4,0,7,2,52,2017,11,1610612750,00,Derrick Rose,Derrick,derrick-rose,25,G,75,6,190,"OCT 04, 1988",29,8,Memphis,NA,guard
11,201565,2018-19,00,1610612750,MIN,30,51,13,1392,363,753,0.482,54,146,0.37,137,160,0.856,33,107,140,220,31,12,82,57,917,2018,10,1610612750,00,Derrick Rose,Derrick,derrick-rose,25,G,75,6,200,"OCT 04, 1988",30,9,Memphis,NA,guard
0,203952,2014-15,00,1610612750,MIN,20,82,82,2969,497,1137,0.437,39,126,0.31,354,466,0.76,134,240,374,170,86,50,177,190,1387,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203952,2015-16,00,1610612750,MIN,21,81,81,2845,594,1294,0.459,57,190,0.3,430,565,0.761,105,186,291,164,78,46,182,165,1675,2015,10,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,G-F,80,6,199,"FEB 23, 1995",21,1,Kansas,NA,guard
2,203952,2016-17,00,1610612750,MIN,22,82,82,3048,709,1570,0.452,103,289,0.356,412,542,0.76,102,226,328,189,82,30,187,183,1933,2016,9,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,80,6,199,"FEB 23, 1995",22,2,Kansas,NA,forward
3,203952,2017-18,00,1610612750,MIN,23,82,82,2979,569,1300,0.438,112,338,0.331,202,314,0.643,82,276,358,160,91,51,138,163,1452,2017,8,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,80,6,202,"FEB 23, 1995",23,3,Kansas,NA,forward
4,203952,2018-19,00,1610612750,MIN,24,73,73,2543,498,1209,0.412,118,348,0.339,207,296,0.699,83,269,352,184,70,48,138,153,1321,2018,9,1610612750,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F-G,80,6,194,"FEB 23, 1995",24,4,Kansas,NA,forward
5,203952,2019-20,00,1610612750,MIN,25,42,42,1455,351,790,0.444,91,275,0.331,149,207,0.72,48,171,219,155,29,36,107,101,942,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1629006,2018-19,00,1610612750,MIN,20,74,52,1757,196,508,0.386,60,215,0.279,118,162,0.728,41,177,218,91,88,33,63,166,570,2018,8,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,212,"SEP 01, 1998",20,R,Georgia Tech,NA,guard
1,1629006,2019-20,00,1610612750,MIN,21,62,28,1547,170,398,0.427,41,154,0.266,152,191,0.796,87,181,268,99,68,26,87,139,533,2019,11,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,213,"SEP 01, 1998",21,1,Georgia Tech,NA,guard
2,1629006,2020-21,00,1610612750,MIN,22,59,37,1197,102,254,0.402,29,108,0.269,83,108,0.769,63,93,156,63,54,28,43,123,316,2020,11,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,213,"SEP 01, 1998",22,2,Georgia Tech,NA,guard
3,1629006,2021-22,00,1610612750,MIN,23,49,6,516,42,104,0.404,14,47,0.298,35,51,0.686,29,41,70,25,26,12,23,53,133,2021,13,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,213,"SEP 01, 1998",23,3,Georgia Tech,NA,guard
0,1629244,2018-19,00,1610612750,MIN,24,19,0,259,33,78,0.423,21,51,0.412,8,9,0.889,4,27,31,13,6,2,5,26,95,2018,7,1610612750,00,Cam Reynolds,Cam,cam-reynolds,13,G,80,6,225,"FEB 07, 1995",24,R,Tulane,NA,guard
1,203710,2018-19,00,1610612750,MIN,29,15,0,128,17,35,0.486,5,16,0.313,0,1,0,1,7,8,12,6,0,5,16,39,2018,6,1610612750,00,C.J. Williams,C.J.,cj-williams,12,G,77,6,226,"FEB 06, 1990",29,1,North Carolina State,NA,guard
16,2736,2018-19,00,1610612750,MIN,34,22,2,392,59,118,0.5,14,44,0.318,25,35,0.714,20,53,73,18,15,8,14,24,157,2018,5,1610612750,00,Luol Deng,Luol,luol-deng,9,F,81,6,237,"APR 16, 1985",34,14,Duke,NA,forward
14,201573,2018-19,00,1610612750,MIN,30,34,6,657,82,230,0.357,29,98,0.296,16,28,0.571,11,51,62,119,18,2,32,56,209,2018,4,1610612750,00,Jerryd Bayless,Jerryd,jerryd-bayless,8,G,75,6,200,"AUG 20, 1988",30,10,Arizona,NA,guard
0,203476,2013-14,00,1610612750,MIN,24,60,15,818,113,227,0.498,1,1,1,59,93,0.634,103,197,300,39,30,50,54,108,286,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203476,2014-15,00,1610612750,MIN,25,73,49,2193,259,512,0.506,1,6,0.167,191,244,0.783,223,386,609,146,71,126,126,188,710,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,203476,2015-16,00,1610612750,MIN,26,82,39,2220,308,579,0.532,6,20,0.3,205,248,0.827,157,428,585,143,94,96,140,219,827,2015,2,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C-F,83,6,241,"JAN 18, 1990",26,2,Louisville,NA,center
3,203476,2016-17,00,1610612750,MIN,27,82,82,2653,332,661,0.502,16,43,0.372,136,167,0.814,188,459,647,158,88,95,107,254,816,2016,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,F-C,83,6,240,"JAN 18, 1990",27,3,Louisville,NA,forward
4,203476,2017-18,00,1610612750,MIN,28,79,0,1333,186,388,0.479,19,61,0.311,79,102,0.775,106,254,360,71,45,39,59,147,470,2017,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,83,6,251,"JAN 18, 1990",28,4,Louisville,NA,center
5,203476,2018-19,00,1610612750,MIN,29,76,2,1031,189,377,0.501,19,56,0.339,88,106,0.83,81,230,311,72,48,41,57,134,485,2018,3,1610612750,00,Gorgui Dieng,Gorgui,gorgui-dieng,5,C,83,6,252,"JAN 18, 1990",29,5,Louisville,NA,center
6,203476,2019-20,00,1610612750,MIN,30,46,17,778,124,277,0.448,46,120,0.383,47,59,0.797,73,183,256,58,37,42,44,89,341,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1629123,2018-19,00,1610612750,MIN,24,14,0,111,12,39,0.308,4,17,0.235,3,6,0.5,1,5,6,12,3,2,10,16,31,2018,2,1610612750,00,Jared Terrell,Jared,jared-terrell,3,G,75,6,227,"FEB 10, 1995",24,R,Rhode Island,NA,guard
0,1626145,2015-16,00,1610612750,MIN,20,37,0,573,56,156,0.359,16,53,0.302,28,39,0.718,7,40,47,108,31,3,33,33,156,2015,0,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,195,"MAY 10, 1996",20,R,Duke,NA,guard
1,1626145,2016-17,00,1610612750,MIN,21,60,0,774,75,181,0.414,26,73,0.356,33,43,0.767,10,57,67,156,48,5,38,50,209,2016,0,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,195,"MAY 10, 1996",21,1,Duke,NA,guard
2,1626145,2017-18,00,1610612750,MIN,22,82,11,1467,150,328,0.457,45,129,0.349,71,81,0.877,16,116,132,232,95,6,59,110,416,2017,1,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,184,"MAY 10, 1996",22,2,Duke,NA,guard
3,1626145,2018-19,00,1610612750,MIN,23,68,23,1560,185,446,0.415,40,126,0.317,58,69,0.841,23,111,134,327,81,5,47,78,468,2018,1,1610612750,00,Tyus Jones,Tyus,tyus-jones,1,G,74,6,196,"MAY 10, 1996",23,3,Duke,NA,guard
8,201952,2017-18,00,1610612750,MIN,30,70,70,2311,354,794,0.446,84,228,0.368,202,239,0.845,24,185,209,492,102,23,177,171,994,2017,0,1610612750,00,Jeff Teague,Jeff,jeff-teague,0,G,74,6,189,"JUN 10, 1988",30,8,Wake Forest,NA,guard
9,201952,2018-19,00,1610612750,MIN,31,42,41,1264,176,416,0.423,35,105,0.333,123,153,0.804,16,90,106,343,43,18,97,90,510,2018,0,1610612750,00,Jeff Teague,Jeff,jeff-teague,0,G,74,6,195,"JUN 10, 1988",31,9,Wake Forest,NA,guard
10,201952,2019-20,00,1610612750,MIN,32,34,13,945,145,324,0.448,33,87,0.379,125,144,0.868,15,73,88,208,25,13,76,70,448,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1627823,2019-20,00,1610612750,MIN,24,14,14,411,62,137,0.453,29,69,0.42,28,46,0.609,19,83,102,18,14,4,14,35,181,2019,15,1610612750,00,Juancho Hernangomez,Juancho,juancho-hernangomez,41,F,81,6,214,"SEP 28, 1995",24,3,NA,NA,forward
6,1627823,2020-21,00,1610612750,MIN,25,52,6,900,130,299,0.435,55,168,0.327,60,97,0.619,45,160,205,35,19,7,27,52,375,2020,14,1610612750,00,Juancho Hernangomez,Juancho,juancho-hernangomez,41,F,81,6,214,"SEP 28, 1995",25,4,NA,NA,forward
0,1626157,2015-16,00,1610612750,MIN,20,82,82,2627,625,1153,0.542,30,88,0.341,223,275,0.811,229,629,858,161,58,138,183,245,1503,2015,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,244,"NOV 15, 1995",20,R,Kentucky,#1 Pick in 2015 Draft,center
1,1626157,2016-17,00,1610612750,MIN,21,82,82,3030,802,1480,0.542,101,275,0.367,356,428,0.832,296,711,1007,220,56,103,212,241,2061,2016,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,244,"NOV 15, 1995",21,1,Kentucky,#1 Pick in 2015 Draft,center
2,1626157,2017-18,00,1610612750,MIN,22,82,82,2918,639,1172,0.545,120,285,0.421,345,402,0.858,238,774,1012,199,64,115,159,285,1743,2017,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",22,2,Kentucky,#1 Pick in 2015 Draft,center
3,1626157,2018-19,00,1610612750,MIN,23,77,77,2545,681,1314,0.518,142,355,0.4,376,450,0.836,263,691,954,259,67,125,240,292,1880,2018,12,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",23,3,Kentucky,#1 Pick in 2015 Draft,center
4,1626157,2019-20,00,1610612750,MIN,24,35,35,1187,316,622,0.508,114,277,0.412,180,226,0.796,95,283,378,153,33,42,110,117,926,2019,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",24,4,Kentucky,#1 Pick in 2015 Draft,center
5,1626157,2020-21,00,1610612750,MIN,25,50,50,1689,425,875,0.486,122,315,0.387,267,311,0.859,133,396,529,225,39,57,160,186,1239,2020,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",25,5,Kentucky,#1 Pick in 2015 Draft,center
6,1626157,2021-22,00,1610612750,MIN,26,74,74,2475,642,1214,0.529,150,366,0.41,384,467,0.822,194,533,727,269,72,83,226,267,1818,2021,16,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",26,6,Kentucky,#1 Pick in 2015 Draft,center
7,1626157,2022-23,00,1610612750,MIN,27,29,29,957,212,428,0.495,60,164,0.366,118,135,0.874,48,188,236,140,20,17,86,111,602,2022,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,248,"NOV 15, 1995",27,7,Kentucky,#1 Pick in 2015 Draft,center
8,1626157,2023-24,00,1610612750,MIN,28,11,11,366,87,187,0.465,22,65,0.338,35,38,0.921,11,91,102,25,10,6,28,31,231,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1629103,2019-20,00,1610612750,MIN,24,31,4,495,71,181,0.392,25,96,0.26,30,31,0.968,12,84,96,23,7,9,20,51,197,2019,13,1610612750,00,Kelan Martin,Kelan,kelan-martin,30,F,77,6,230,"AUG 03, 1995",24,R,Butler,NA,forward
0,1629633,2019-20,00,1610612750,MIN,21,63,35,1506,230,569,0.404,66,221,0.299,54,117,0.462,70,142,212,110,57,38,81,125,580,2019,12,1610612750,00,Jarrett Culver,Jarrett,jarrett-culver,23,G-F,78,6,195,"FEB 20, 1999",21,R,Texas Tech,NA,guard
1,1629633,2020-21,00,1610612750,MIN,22,34,7,499,69,168,0.411,13,53,0.245,29,48,0.604,34,70,104,24,17,9,28,58,180,2020,12,1610612750,00,Jarrett Culver,Jarrett,jarrett-culver,23,G-F,78,6,195,"FEB 20, 1999",22,1,Texas Tech,NA,guard
0,1629006,2018-19,00,1610612750,MIN,20,74,52,1757,196,508,0.386,60,215,0.279,118,162,0.728,41,177,218,91,88,33,63,166,570,2018,8,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,212,"SEP 01, 1998",20,R,Georgia Tech,NA,guard
1,1629006,2019-20,00,1610612750,MIN,21,62,28,1547,170,398,0.427,41,154,0.266,152,191,0.796,87,181,268,99,68,26,87,139,533,2019,11,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,213,"SEP 01, 1998",21,1,Georgia Tech,NA,guard
2,1629006,2020-21,00,1610612750,MIN,22,59,37,1197,102,254,0.402,29,108,0.269,83,108,0.769,63,93,156,63,54,28,43,123,316,2020,11,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,213,"SEP 01, 1998",22,2,Georgia Tech,NA,guard
3,1629006,2021-22,00,1610612750,MIN,23,49,6,516,42,104,0.404,14,47,0.298,35,51,0.686,29,41,70,25,26,12,23,53,133,2021,13,1610612750,00,Josh Okogie,Josh,josh-okogie,20,G,76,6,213,"SEP 01, 1998",23,3,Georgia Tech,NA,guard
13,201949,2019-20,00,1610612750,MIN,33,14,1,338,64,128,0.5,17,46,0.37,23,34,0.676,17,49,66,53,19,19,33,46,168,2019,10,1610612750,00,James Johnson,James,james-johnson,16,F,79,6,240,"FEB 20, 1987",33,10,Wake Forest,NA,forward
2,1628980,2019-20,00,1610612750,MIN,23,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,8,1610612750,00,Jacob Evans,Jacob,jacob-evans,12,G-F,76,6,210,"JUN 18, 1997",23,1,Cincinnati,NA,guard
0,1629675,2019-20,00,1610612750,MIN,20,30,11,495,100,243,0.412,32,97,0.33,37,53,0.698,34,90,124,35,19,22,22,83,269,2019,7,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",20,R,Louisiana State,Signed on 07/04/19,center
1,1629675,2020-21,00,1610612750,MIN,21,70,15,1347,304,581,0.523,61,174,0.351,115,166,0.693,82,240,322,72,34,76,69,179,784,2020,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",21,1,Louisiana State,Signed on 07/04/19,center
2,1629675,2021-22,00,1610612750,MIN,22,77,6,1215,233,476,0.489,57,166,0.343,114,149,0.765,102,199,301,71,40,71,82,172,637,2021,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",22,2,Louisiana State,Signed on 07/04/19,center
3,1629675,2022-23,00,1610612750,MIN,23,68,11,1251,310,577,0.537,75,217,0.346,86,127,0.677,73,260,333,77,42,53,92,176,781,2022,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",23,3,Louisiana State,Signed on 07/04/19,center
4,1629675,2023-24,00,1610612750,MIN,24,11,0,237,52,96,0.542,20,45,0.444,19,20,0.95,11,35,46,8,7,4,10,13,143,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1627774,2019-20,00,1610612750,MIN,26,23,2,505,81,179,0.453,24,72,0.333,24,32,0.75,17,40,57,15,17,10,24,47,210,2019,6,1610612750,00,Jake Layman,Jake,jake-layman,10,F,80,6,209,"MAR 07, 1994",26,3,Maryland,NA,forward
4,1627774,2020-21,00,1610612750,MIN,27,45,11,627,91,184,0.495,23,78,0.295,26,37,0.703,13,54,67,28,29,19,26,44,231,2020,8,1610612750,00,Jake Layman,Jake,jake-layman,10,F,80,6,209,"MAR 07, 1994",27,4,Maryland,NA,forward
5,1627774,2021-22,00,1610612750,MIN,28,34,1,231,30,73,0.411,8,35,0.229,13,18,0.722,6,30,36,9,7,5,10,12,81,2021,8,1610612750,00,Jake Layman,Jake,jake-layman,10,F,80,6,209,"MAR 07, 1994",28,5,Maryland,NA,forward
0,1629162,2019-20,00,1610612750,MIN,24,30,2,590,87,178,0.489,29,76,0.382,26,39,0.667,7,42,49,125,34,4,31,31,229,2019,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",24,R,Southern California,Signed on 07/19/19,guard
1,1629162,2020-21,00,1610612750,MIN,25,51,2,938,100,242,0.413,33,92,0.359,23,30,0.767,21,87,108,193,51,6,51,44,256,2020,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",25,1,Southern California,Signed on 07/19/19,guard
2,1629162,2021-22,00,1610612750,MIN,26,62,3,902,88,200,0.44,27,85,0.318,30,40,0.75,22,72,94,180,57,10,38,54,233,2021,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",26,2,Southern California,Signed on 07/19/19,guard
3,1629162,2022-23,00,1610612750,MIN,27,43,0,679,61,145,0.421,24,78,0.308,15,18,0.833,15,47,62,148,32,4,33,28,161,2022,4,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,72,6,185,"APR 09, 1996",27,3,Southern California,Signed on 07/19/19,guard
4,1629162,2023-24,00,1610612750,MIN,27,5,0,19,1,4,0.25,1,2,0.5,2,2,1,0,0,0,5,0,2,0,2,5,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1627736,2019-20,00,1610612750,MIN,23,14,14,463,110,233,0.472,49,115,0.426,21,28,0.75,9,62,71,27,9,2,21,27,290,2019,4,1610612750,00,Malik Beasley,Malik,malik-beasley,5,G,76,6,187,"NOV 26, 1996",23,3,Florida State,NA,guard
6,1627736,2020-21,00,1610612750,MIN,24,37,36,1214,264,600,0.44,128,321,0.399,68,80,0.85,28,134,162,88,30,7,60,62,724,2020,4,1610612750,00,Malik Beasley,Malik,malik-beasley,5,G,76,6,187,"NOV 26, 1996",24,4,Florida State,NA,guard
7,1627736,2021-22,00,1610612750,MIN,25,79,18,1976,332,850,0.391,240,637,0.377,49,60,0.817,26,201,227,116,43,12,43,88,953,2021,4,1610612750,00,Malik Beasley,Malik,malik-beasley,5,G,76,6,187,"NOV 26, 1996",25,5,Florida State,NA,guard
0,1629669,2019-20,00,1610612750,MIN,20,15,0,151,19,53,0.358,3,26,0.115,16,17,0.941,3,10,13,19,3,1,3,11,57,2019,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",20,R,Washington,NA,guard
1,1629669,2020-21,00,1610612750,MIN,21,42,0,759,142,335,0.424,50,150,0.333,45,55,0.818,19,76,95,62,22,12,28,72,379,2020,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",21,1,Washington,NA,guard
2,1629669,2021-22,00,1610612750,MIN,22,62,1,975,196,413,0.475,63,160,0.394,72,92,0.783,22,101,123,130,27,10,36,73,527,2021,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",22,2,Washington,NA,guard
3,1629669,2022-23,00,1610612750,MIN,23,65,2,1252,280,625,0.448,67,232,0.289,77,99,0.778,36,134,170,132,42,5,65,101,704,2022,2,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",23,3,Washington,NA,guard
2,1629020,2019-20,00,1610612750,MIN,21,2,0,5,0,1,0,0,1,0,2,2,1,0,1,1,0,0,0,0,0,2,2019,2,1610612750,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,3,F,81,6,214,"APR 03, 1999",21,1,Kentucky,NA,forward
4,1629020,2020-21,00,1610612750,MIN,22,64,30,1139,143,236,0.606,1,5,0.2,57,102,0.559,118,250,368,76,64,46,53,123,344,2020,6,1610612750,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,8,F,81,6,214,"APR 03, 1999",22,2,Kentucky,NA,forward
5,1629020,2021-22,00,1610612750,MIN,23,74,67,1881,212,361,0.587,2,14,0.143,86,131,0.656,215,409,624,94,99,46,73,181,512,2021,6,1610612750,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,8,F,81,6,214,"APR 03, 1999",23,3,Kentucky,NA,forward
5,1626156,2019-20,00,1610612750,MIN,24,12,12,392,87,211,0.412,38,110,0.345,48,55,0.873,3,52,55,79,17,4,46,22,260,2019,0,1610612750,00,D'Angelo Russell,D'Angelo,dangelo-russell,0,G,76,6,193,"FEB 23, 1996",24,4,Ohio State,NA,guard
7,1626156,2020-21,00,1610612750,MIN,25,42,26,1196,281,652,0.431,120,310,0.387,114,149,0.765,16,95,111,244,45,18,112,68,796,2020,0,1610612750,00,D'Angelo Russell,D'Angelo,dangelo-russell,0,G,76,6,193,"FEB 23, 1996",25,5,Ohio State,NA,guard
