...1.x,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASON,...1.y,TeamID,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,feet,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,HOW_ACQUIRED,position_group
3,1629675,2022-23,00,1610612750,MIN,23,68,11,1251,310,577,0.537,75,217,0.346,86,127,0.677,73,260,333,77,42,53,92,176,781,2022,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",23,3,Louisiana State,Signed on 07/04/19,center
4,1629675,2023-24,00,1610612750,MIN,24,11,0,237,52,96,0.542,20,45,0.444,19,20,0.95,11,35,46,8,7,4,10,13,143,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1627774,2019-20,00,1610612750,MIN,26,23,2,505,81,179,0.453,24,72,0.333,24,32,0.75,17,40,57,15,17,10,24,47,210,2019,6,1610612750,00,Jake Layman,Jake,jake-layman,10,F,80,6,209,"MAR 07, 1994",26,3,Maryland,NA,forward
4,1627774,2020-21,00,1610612750,MIN,27,45,11,627,91,184,0.495,23,78,0.295,26,37,0.703,13,54,67,28,29,19,26,44,231,2020,8,1610612750,00,Jake Layman,Jake,jake-layman,10,F,80,6,209,"MAR 07, 1994",27,4,Maryland,NA,forward
5,1627774,2021-22,00,1610612750,MIN,28,34,1,231,30,73,0.411,8,35,0.229,13,18,0.722,6,30,36,9,7,5,10,12,81,2021,8,1610612750,00,Jake Layman,Jake,jake-layman,10,F,80,6,209,"MAR 07, 1994",28,5,Maryland,NA,forward
0,1630195,2021-22,00,1610612750,MIN,21,35,2,241,17,54,0.315,5,18,0.278,11,13,0.846,16,27,43,21,6,0,13,26,50,2021,7,1610612750,00,Leandro Bolmaro,Leandro,leandro-bolmaro,9,F,78,6,200,"SEP 11, 2000",21,R,NA,NA,forward
2,1629020,2019-20,00,1610612750,MIN,21,2,0,5,0,1,0,0,1,0,2,2,1,0,1,1,0,0,0,0,0,2,2019,2,1610612750,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,3,F,81,6,214,"APR 03, 1999",21,1,Kentucky,NA,forward
4,1629020,2020-21,00,1610612750,MIN,22,64,30,1139,143,236,0.606,1,5,0.2,57,102,0.559,118,250,368,76,64,46,53,123,344,2020,6,1610612750,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,8,F,81,6,214,"APR 03, 1999",22,2,Kentucky,NA,forward
5,1629020,2021-22,00,1610612750,MIN,23,74,67,1881,212,361,0.587,2,14,0.143,86,131,0.656,215,409,624,94,99,46,73,181,512,2021,6,1610612750,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,8,F,81,6,214,"APR 03, 1999",23,3,Kentucky,NA,forward
0,1629162,2019-20,00,1610612750,MIN,24,30,2,590,87,178,0.489,29,76,0.382,26,39,0.667,7,42,49,125,34,4,31,31,229,2019,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",24,R,Southern California,Signed on 07/19/19,guard
1,1629162,2020-21,00,1610612750,MIN,25,51,2,938,100,242,0.413,33,92,0.359,23,30,0.767,21,87,108,193,51,6,51,44,256,2020,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",25,1,Southern California,Signed on 07/19/19,guard
2,1629162,2021-22,00,1610612750,MIN,26,62,3,902,88,200,0.44,27,85,0.318,30,40,0.75,22,72,94,180,57,10,38,54,233,2021,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",26,2,Southern California,Signed on 07/19/19,guard
3,1629162,2022-23,00,1610612750,MIN,27,43,0,679,61,145,0.421,24,78,0.308,15,18,0.833,15,47,62,148,32,4,33,28,161,2022,4,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,72,6,185,"APR 09, 1996",27,3,Southern California,Signed on 07/19/19,guard
4,1629162,2023-24,00,1610612750,MIN,27,5,0,19,1,4,0.25,1,2,0.5,2,2,1,0,0,0,5,0,2,0,2,5,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1627736,2019-20,00,1610612750,MIN,23,14,14,463,110,233,0.472,49,115,0.426,21,28,0.75,9,62,71,27,9,2,21,27,290,2019,4,1610612750,00,Malik Beasley,Malik,malik-beasley,5,G,76,6,187,"NOV 26, 1996",23,3,Florida State,NA,guard
6,1627736,2020-21,00,1610612750,MIN,24,37,36,1214,264,600,0.44,128,321,0.399,68,80,0.85,28,134,162,88,30,7,60,62,724,2020,4,1610612750,00,Malik Beasley,Malik,malik-beasley,5,G,76,6,187,"NOV 26, 1996",24,4,Florida State,NA,guard
7,1627736,2021-22,00,1610612750,MIN,25,79,18,1976,332,850,0.391,240,637,0.377,49,60,0.817,26,201,227,116,43,12,43,88,953,2021,4,1610612750,00,Malik Beasley,Malik,malik-beasley,5,G,76,6,187,"NOV 26, 1996",25,5,Florida State,NA,guard
0,1629669,2019-20,00,1610612750,MIN,20,15,0,151,19,53,0.358,3,26,0.115,16,17,0.941,3,10,13,19,3,1,3,11,57,2019,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",20,R,Washington,NA,guard
1,1629669,2020-21,00,1610612750,MIN,21,42,0,759,142,335,0.424,50,150,0.333,45,55,0.818,19,76,95,62,22,12,28,72,379,2020,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",21,1,Washington,NA,guard
2,1629669,2021-22,00,1610612750,MIN,22,62,1,975,196,413,0.475,63,160,0.394,72,92,0.783,22,101,123,130,27,10,36,73,527,2021,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",22,2,Washington,NA,guard
3,1629669,2022-23,00,1610612750,MIN,23,65,2,1252,280,625,0.448,67,232,0.289,77,99,0.778,36,134,170,132,42,5,65,101,704,2022,2,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",23,3,Washington,NA,guard
0,1630183,2020-21,00,1610612750,MIN,20,63,27,1511,164,367,0.447,72,198,0.364,27,45,0.6,52,180,232,71,35,60,47,172,427,2020,2,1610612750,00,Jaden McDaniels,Jaden,jaden-mcdaniels,3,F,81,6,185,"SEP 29, 2000",20,R,Washington,Draft Rights Traded from OKC on 11/20/20,forward
1,1630183,2021-22,00,1610612750,MIN,21,70,31,1803,255,554,0.46,80,252,0.317,57,71,0.803,76,217,293,79,52,54,75,224,647,2021,2,1610612750,00,Jaden McDaniels,Jaden,jaden-mcdaniels,3,F,81,6,185,"SEP 29, 2000",21,1,Washington,Draft Rights Traded from OKC on 11/20/20,forward
2,1630183,2022-23,00,1610612750,MIN,22,79,79,2417,370,716,0.517,107,269,0.398,106,144,0.736,92,215,307,148,74,76,112,272,953,2022,1,1610612750,00,Jaden McDaniels,Jaden,jaden-mcdaniels,3,F,81,6,185,"SEP 29, 2000",22,2,Washington,Draft Rights Traded from OKC on 11/20/20,forward
3,1630183,2023-24,00,1610612750,MIN,23,9,9,222,39,70,0.557,10,27,0.37,1,1,1,7,14,21,13,6,4,8,33,89,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1630162,2020-21,00,1610612750,MIN,19,72,55,2314,505,1211,0.417,171,520,0.329,211,272,0.776,59,277,336,211,82,36,160,129,1392,2020,1,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",19,R,Georgia,#1 Pick in 2020 Draft,guard
1,1630162,2021-22,00,1610612750,MIN,20,72,72,2466,549,1245,0.441,215,602,0.357,220,280,0.786,62,281,343,275,105,46,190,164,1533,2021,1,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",20,1,Georgia,#1 Pick in 2020 Draft,guard
2,1630162,2022-23,00,1610612750,MIN,21,79,79,2841,707,1541,0.459,213,578,0.369,319,422,0.756,47,411,458,350,125,58,259,186,1946,2022,0,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",21,2,Georgia,#1 Pick in 2020 Draft,guard
3,1630162,2023-24,00,1610612750,MIN,22,11,11,390,105,225,0.467,26,70,0.371,53,64,0.828,9,55,64,57,16,4,39,17,289,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1626156,2019-20,00,1610612750,MIN,24,12,12,392,87,211,0.412,38,110,0.345,48,55,0.873,3,52,55,79,17,4,46,22,260,2019,0,1610612750,00,D'Angelo Russell,D'Angelo,dangelo-russell,0,G,76,6,193,"FEB 23, 1996",24,4,Ohio State,NA,guard
7,1626156,2020-21,00,1610612750,MIN,25,42,26,1196,281,652,0.431,120,310,0.387,114,149,0.765,16,95,111,244,45,18,112,68,796,2020,0,1610612750,00,D'Angelo Russell,D'Angelo,dangelo-russell,0,G,76,6,193,"FEB 23, 1996",25,5,Ohio State,NA,guard
8,1626156,2021-22,00,1610612750,MIN,26,65,65,2077,401,975,0.411,176,518,0.34,198,240,0.825,25,191,216,460,62,22,165,130,1176,2021,0,1610612750,00,D'Angelo Russell,D'Angelo,dangelo-russell,0,G,76,6,193,"FEB 23, 1996",26,6,Ohio State,NA,guard
9,1626156,2022-23,00,1610612750,MIN,27,54,54,1778,338,727,0.465,148,379,0.391,143,167,0.856,28,137,165,334,60,21,147,117,967,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1630568,2022-23,00,1610612750,MIN,24,28,0,243,63,116,0.543,14,39,0.359,41,52,0.788,33,30,63,18,3,2,14,43,181,2022,16,1610612750,00,Luka Garza,Luka,luka-garza,55,C,82,6,243,"DEC 27, 1998",24,1,Iowa,Signed on 08/22/22,center
2,1630568,2023-24,00,1610612750,MIN,24,3,0,11,4,9,0.444,0,1,0,4,6,0.667,3,2,5,0,0,0,0,3,12,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1630346,2022-23,00,1610612750,MIN,26,22,0,181,25,59,0.424,19,49,0.388,6,7,0.857,2,10,12,12,3,1,4,13,75,2022,15,1610612750,00,Matt Ryan,Matt,matt-ryan,37,F,78,6,215,"APR 17, 1997",26,1,Tennessee-Chattanooga,NA,forward
0,1626157,2015-16,00,1610612750,MIN,20,82,82,2627,625,1153,0.542,30,88,0.341,223,275,0.811,229,629,858,161,58,138,183,245,1503,2015,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,244,"NOV 15, 1995",20,R,Kentucky,#1 Pick in 2015 Draft,center
1,1626157,2016-17,00,1610612750,MIN,21,82,82,3030,802,1480,0.542,101,275,0.367,356,428,0.832,296,711,1007,220,56,103,212,241,2061,2016,11,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,244,"NOV 15, 1995",21,1,Kentucky,#1 Pick in 2015 Draft,center
2,1626157,2017-18,00,1610612750,MIN,22,82,82,2918,639,1172,0.545,120,285,0.421,345,402,0.858,238,774,1012,199,64,115,159,285,1743,2017,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",22,2,Kentucky,#1 Pick in 2015 Draft,center
3,1626157,2018-19,00,1610612750,MIN,23,77,77,2545,681,1314,0.518,142,355,0.4,376,450,0.836,263,691,954,259,67,125,240,292,1880,2018,12,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C,84,7,248,"NOV 15, 1995",23,3,Kentucky,#1 Pick in 2015 Draft,center
4,1626157,2019-20,00,1610612750,MIN,24,35,35,1187,316,622,0.508,114,277,0.412,180,226,0.796,95,283,378,153,33,42,110,117,926,2019,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",24,4,Kentucky,#1 Pick in 2015 Draft,center
5,1626157,2020-21,00,1610612750,MIN,25,50,50,1689,425,875,0.486,122,315,0.387,267,311,0.859,133,396,529,225,39,57,160,186,1239,2020,13,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",25,5,Kentucky,#1 Pick in 2015 Draft,center
6,1626157,2021-22,00,1610612750,MIN,26,74,74,2475,642,1214,0.529,150,366,0.41,384,467,0.822,194,533,727,269,72,83,226,267,1818,2021,16,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,83,6,248,"NOV 15, 1995",26,6,Kentucky,#1 Pick in 2015 Draft,center
7,1626157,2022-23,00,1610612750,MIN,27,29,29,957,212,428,0.495,60,164,0.366,118,135,0.874,48,188,236,140,20,17,86,111,602,2022,14,1610612750,00,Karl-Anthony Towns,Karl-Anthony,karl-anthony-towns,32,C-F,84,7,248,"NOV 15, 1995",27,7,Kentucky,#1 Pick in 2015 Draft,center
8,1626157,2023-24,00,1610612750,MIN,28,11,11,366,87,187,0.465,22,65,0.338,35,38,0.921,11,91,102,25,10,6,28,31,231,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,203497,2022-23,00,1610612750,MIN,31,70,70,2148,360,546,0.659,0,3,0,219,340,0.644,231,583,814,87,56,95,122,210,939,2022,13,1610612750,00,Rudy Gobert,Rudy,rudy-gobert,27,C,85,7,258,"JUN 26, 1992",31,9,Cholet,Traded from UTA on 07/06/22,center
10,203497,2023-24,00,1610612750,MIN,31,11,11,356,44,86,0.512,0,0,0,35,60,0.583,46,90,136,15,8,25,19,30,123,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,203085,2022-23,00,1610612750,MIN,30,52,10,1016,91,209,0.435,43,123,0.35,30,39,0.769,5,78,83,75,28,4,23,80,255,2022,12,1610612750,00,Austin Rivers,Austin,austin-rivers,25,G,76,6,200,"AUG 01, 1992",30,10,Duke,NA,guard
1,1630233,2021-22,00,1610612750,MIN,24,37,2,267,45,88,0.511,4,13,0.308,44,60,0.733,32,53,85,22,7,8,18,42,138,2021,11,1610612750,00,Nathan Knight,Nathan,nathan-knight,13,F-C,82,6,253,"SEP 20, 1997",24,1,William & Mary,NA,forward
2,1630233,2022-23,00,1610612750,MIN,25,38,0,291,46,81,0.568,8,22,0.364,39,57,0.684,22,34,56,13,10,6,21,41,139,2022,11,1610612750,00,Nathan Knight,Nathan,nathan-knight,13,F-C,80,6,253,"SEP 20, 1997",25,2,William & Mary,NA,forward
7,1627752,2021-22,00,1610612750,MIN,28,69,8,1177,177,390,0.454,86,229,0.376,62,82,0.756,26,148,174,68,47,23,53,116,502,2021,10,1610612750,00,Taurean Prince,Taurean,taurean-prince,12,F,78,6,218,"MAR 22, 1994",28,5,Baylor,NA,forward
8,1627752,2022-23,00,1610612750,MIN,29,54,4,1193,177,379,0.467,74,194,0.381,65,77,0.844,15,117,132,84,28,15,69,123,493,2022,10,1610612750,00,Taurean Prince,Taurean,taurean-prince,12,F,78,6,218,"MAR 22, 1994",29,6,Baylor,NA,forward
0,1629675,2019-20,00,1610612750,MIN,20,30,11,495,100,243,0.412,32,97,0.33,37,53,0.698,34,90,124,35,19,22,22,83,269,2019,7,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",20,R,Louisiana State,Signed on 07/04/19,center
1,1629675,2020-21,00,1610612750,MIN,21,70,15,1347,304,581,0.523,61,174,0.351,115,166,0.693,82,240,322,72,34,76,69,179,784,2020,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",21,1,Louisiana State,Signed on 07/04/19,center
2,1629675,2021-22,00,1610612750,MIN,22,77,6,1215,233,476,0.489,57,166,0.343,114,149,0.765,102,199,301,71,40,71,82,172,637,2021,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",22,2,Louisiana State,Signed on 07/04/19,center
3,1629675,2022-23,00,1610612750,MIN,23,68,11,1251,310,577,0.537,75,217,0.346,86,127,0.677,73,260,333,77,42,53,92,176,781,2022,9,1610612750,00,Naz Reid,Naz,naz-reid,11,C-F,81,6,264,"AUG 26, 1999",23,3,Louisiana State,Signed on 07/04/19,center
4,1629675,2023-24,00,1610612750,MIN,24,11,0,237,52,96,0.542,20,45,0.444,19,20,0.95,11,35,46,8,7,4,10,13,143,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,201144,2022-23,00,1610612750,MIN,35,24,24,753,108,235,0.46,58,138,0.42,63,73,0.863,16,59,75,120,29,4,29,45,337,2022,8,1610612750,00,Mike Conley,Mike,mike-conley,10,G,73,6,175,"OCT 11, 1987",35,15,Ohio State,Traded from UTA on 02/09/23,guard
18,201144,2023-24,00,1610612750,MIN,36,11,11,316,44,84,0.524,21,47,0.447,12,12,1,8,26,34,56,9,1,7,21,121,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1629638,2022-23,00,1610612750,MIN,24,23,0,356,48,125,0.384,26,72,0.361,13,21,0.619,7,35,42,32,8,7,10,30,135,2022,7,1610612750,00,Nickeil Alexander-Walker,Nickeil,nickeil-alexander-walker,9,G,77,6,205,"SEP 02, 1998",24,3,Virginia Tech,Traded from UTA on 02/09/23,guard
8,1629638,2023-24,00,1610612750,MIN,25,11,2,219,21,53,0.396,11,33,0.333,2,6,0.333,1,19,20,26,9,9,10,16,55,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1631169,2022-23,00,1610612750,MIN,20,15,0,96,18,36,0.5,2,6,0.333,8,8,1,5,20,25,5,4,6,3,10,46,2022,6,1610612750,00,Josh Minott,Josh,josh-minott,8,F,80,6,205,"NOV 25, 2002",20,R,Memphis,Draft Rights Traded from CHA on 06/24/22,forward
1,1631169,2023-24,00,1610612750,MIN,20,6,0,18,4,9,0.444,0,4,0,2,4,0.5,1,0,1,1,0,1,0,2,10,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1631111,2022-23,00,1610612750,MIN,21,29,2,153,18,43,0.419,2,17,0.118,4,5,0.8,4,14,18,18,8,5,8,13,42,2022,5,1610612750,00,Wendell Moore Jr.,Wendell,wendell-moore-jr,7,G,77,6,215,"SEP 18, 2001",21,R,Duke,Draft Rights Traded from HOU on 06/24/22,guard
0,1629162,2019-20,00,1610612750,MIN,24,30,2,590,87,178,0.489,29,76,0.382,26,39,0.667,7,42,49,125,34,4,31,31,229,2019,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",24,R,Southern California,Signed on 07/19/19,guard
1,1629162,2020-21,00,1610612750,MIN,25,51,2,938,100,242,0.413,33,92,0.359,23,30,0.767,21,87,108,193,51,6,51,44,256,2020,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",25,1,Southern California,Signed on 07/19/19,guard
2,1629162,2021-22,00,1610612750,MIN,26,62,3,902,88,200,0.44,27,85,0.318,30,40,0.75,22,72,94,180,57,10,38,54,233,2021,5,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,71,5,185,"APR 09, 1996",26,2,Southern California,Signed on 07/19/19,guard
3,1629162,2022-23,00,1610612750,MIN,27,43,0,679,61,145,0.421,24,78,0.308,15,18,0.833,15,47,62,148,32,4,33,28,161,2022,4,1610612750,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,6,G,72,6,185,"APR 09, 1996",27,3,Southern California,Signed on 07/19/19,guard
4,1629162,2023-24,00,1610612750,MIN,27,5,0,19,1,4,0.25,1,2,0.5,2,2,1,0,0,0,5,0,2,0,2,5,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,203937,2022-23,00,1610612750,MIN,29,69,46,1957,252,495,0.509,43,105,0.41,100,136,0.735,66,302,368,335,78,63,103,146,647,2022,3,1610612750,00,Kyle Anderson,Kyle,kyle-anderson,5,F-G,81,6,230,"SEP 20, 1993",29,8,UCLA,Signed on 07/07/22,forward
9,203937,2023-24,00,1610612750,MIN,30,11,0,273,33,61,0.541,2,10,0.2,13,20,0.65,8,33,41,44,12,8,21,17,81,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1629669,2019-20,00,1610612750,MIN,20,15,0,151,19,53,0.358,3,26,0.115,16,17,0.941,3,10,13,19,3,1,3,11,57,2019,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",20,R,Washington,NA,guard
1,1629669,2020-21,00,1610612750,MIN,21,42,0,759,142,335,0.424,50,150,0.333,45,55,0.818,19,76,95,62,22,12,28,72,379,2020,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",21,1,Washington,NA,guard
2,1629669,2021-22,00,1610612750,MIN,22,62,1,975,196,413,0.475,63,160,0.394,72,92,0.783,22,101,123,130,27,10,36,73,527,2021,3,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",22,2,Washington,NA,guard
3,1629669,2022-23,00,1610612750,MIN,23,65,2,1252,280,625,0.448,67,232,0.289,77,99,0.778,36,134,170,132,42,5,65,101,704,2022,2,1610612750,00,Jaylen Nowell,Jaylen,jaylen-nowell,4,G,76,6,201,"JUL 09, 1999",23,3,Washington,NA,guard
0,1630183,2020-21,00,1610612750,MIN,20,63,27,1511,164,367,0.447,72,198,0.364,27,45,0.6,52,180,232,71,35,60,47,172,427,2020,2,1610612750,00,Jaden McDaniels,Jaden,jaden-mcdaniels,3,F,81,6,185,"SEP 29, 2000",20,R,Washington,Draft Rights Traded from OKC on 11/20/20,forward
1,1630183,2021-22,00,1610612750,MIN,21,70,31,1803,255,554,0.46,80,252,0.317,57,71,0.803,76,217,293,79,52,54,75,224,647,2021,2,1610612750,00,Jaden McDaniels,Jaden,jaden-mcdaniels,3,F,81,6,185,"SEP 29, 2000",21,1,Washington,Draft Rights Traded from OKC on 11/20/20,forward
2,1630183,2022-23,00,1610612750,MIN,22,79,79,2417,370,716,0.517,107,269,0.398,106,144,0.736,92,215,307,148,74,76,112,272,953,2022,1,1610612750,00,Jaden McDaniels,Jaden,jaden-mcdaniels,3,F,81,6,185,"SEP 29, 2000",22,2,Washington,Draft Rights Traded from OKC on 11/20/20,forward
3,1630183,2023-24,00,1610612750,MIN,23,9,9,222,39,70,0.557,10,27,0.37,1,1,1,7,14,21,13,6,4,8,33,89,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1630162,2020-21,00,1610612750,MIN,19,72,55,2314,505,1211,0.417,171,520,0.329,211,272,0.776,59,277,336,211,82,36,160,129,1392,2020,1,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",19,R,Georgia,#1 Pick in 2020 Draft,guard
1,1630162,2021-22,00,1610612750,MIN,20,72,72,2466,549,1245,0.441,215,602,0.357,220,280,0.786,62,281,343,275,105,46,190,164,1533,2021,1,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",20,1,Georgia,#1 Pick in 2020 Draft,guard
2,1630162,2022-23,00,1610612750,MIN,21,79,79,2841,707,1541,0.459,213,578,0.369,319,422,0.756,47,411,458,350,125,58,259,186,1946,2022,0,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",21,2,Georgia,#1 Pick in 2020 Draft,guard
3,1630162,2023-24,00,1610612750,MIN,22,11,11,390,105,225,0.467,26,70,0.371,53,64,0.828,9,55,64,57,16,4,39,17,289,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1630162,2020-21,00,1610612750,MIN,19,72,55,2314,505,1211,0.417,171,520,0.329,211,272,0.776,59,277,336,211,82,36,160,129,1392,2020,1,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",19,R,Georgia,#1 Pick in 2020 Draft,guard
1,1630162,2021-22,00,1610612750,MIN,20,72,72,2466,549,1245,0.441,215,602,0.357,220,280,0.786,62,281,343,275,105,46,190,164,1533,2021,1,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",20,1,Georgia,#1 Pick in 2020 Draft,guard
2,1630162,2022-23,00,1610612750,MIN,21,79,79,2841,707,1541,0.459,213,578,0.369,319,422,0.756,47,411,458,350,125,58,259,186,1946,2022,0,1610612750,00,Anthony Edwards,Anthony,anthony-edwards,1,G,76,6,225,"AUG 05, 2001",21,2,Georgia,#1 Pick in 2020 Draft,guard
3,1630162,2023-24,00,1610612750,MIN,22,11,11,390,105,225,0.467,26,70,0.371,53,64,0.828,9,55,64,57,16,4,39,17,289,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
